"","x","y","Groups"
"1",5.91379649049789,19.8651416325329,"1"
"2",13.8844783348431,25.4409013452813,"1"
"3",15.5962194738911,-17.1181047551318,"1"
"4",14.6410901073091,-5.42686896520411,"1"
"5",12.3541266220957,21.0589566881132,"1"
"6",19.7069555026964,16.6805753101091,"1"
"7",14.5074184377337,10.4410773319235,"1"
"8",17.5674766937221,12.1227907584774,"1"
"9",7.24111106067162,5.59654961112789,"1"
"10",12.3092334517664,13.0465629504258,"1"
"11",14.7518990373143,-0.0141116965963057,"1"
"12",11.8951545779051,0.0906930269566679,"1"
"13",16.7435757319331,15.8432091162119,"1"
"14",14.4200491481274,14.4508540581469,"1"
"15",12.690376212382,11.2860532241203,"1"
"16",7.36633992005015,14.8146396618481,"1"
"17",12.2604957106077,21.4519490089303,"1"
"18",5.23496120173707,11.9805090535275,"1"
"19",7.98241696725401,10.4426153049314,"1"
"20",7.88905604373363,2.38564262506641,"1"
"21",11.9663858010927,38.3552440415761,"1"
"22",9.05356843594062,11.8076666724688,"1"
"23",4.50266050410762,16.2878943822589,"1"
"24",7.84071180632161,47.8317890058986,"1"
"25",18.0876679268468,11.5360454395562,"1"
"26",8.38458939440263,1.95451575862914,"1"
"27",6.00461846450591,26.9623337416315,"1"
"28",10.7590814904236,35.9267235337888,"1"
"29",11.7874485066085,9.17638411870394,"1"
"30",16.0335398122528,0.593170934429319,"1"
"31",11.9227297028684,26.3169177644811,"1"
"32",14.2345828430497,2.38749847901605,"1"
"33",10.3404469719446,47.0306122496098,"1"
"34",9.16872049067073,21.3071353573841,"1"
"35",11.5197351586766,40.5096869823644,"1"
"36",19.3071333134925,-7.59665550913675,"1"
"37",22.645384147771,13.9604490728137,"1"
"38",15.1811571578067,7.96495745945958,"1"
"39",11.7372893982937,-3.83045984972835,"1"
"40",17.2751959381968,-14.5939039301575,"1"
"41",5.97416580550644,14.2733717936249,"1"
"42",19.6072823789228,-20.8359168240587,"1"
"43",11.6555551719592,21.8347605438484,"1"
"44",22.2913862468919,24.2585659604633,"1"
"45",11.0984443589487,44.9578690329556,"1"
"46",9.27866553382,6.91546990147894,"1"
"47",18.3555551774061,36.8455276816396,"1"
"48",15.001325851708,-7.99399419571764,"1"
"49",9.95291766383053,21.8363000976732,"1"
"50",12.8413984352627,14.3074595417417,"1"
"51",6.44502029078205,20.5280119868602,"1"
"52",18.5917193412194,14.1662171793088,"1"
"53",11.8538117207616,10.9036559659077,"1"
"54",9.40305310158634,16.0681855164645,"1"
"55",10.8185280283418,21.3747749861632,"1"
"56",20.3964609112517,23.4170722080511,"1"
"57",18.7753368784528,-20.0751409307916,"1"
"58",9.81412754602406,-12.5190099840885,"1"
"59",16.564405417411,-5.006622182151,"1"
"60",6.02140883834868,33.3749645982212,"1"
"61",17.0833831208489,-9.48006091500411,"1"
"62",15.5935006930313,28.6164022303228,"1"
"63",13.0508171551742,-20.9822541837339,"1"
"64",8.55881720872706,0.31642398104632,"1"
"65",9.71029009859606,52.8606405477734,"1"
"66",15.8495715873152,-9.16778568467411,"1"
"67",13.2965981636039,-24.5844652435054,"1"
"68",11.8598837012365,30.2413630468918,"1"
"69",6.41125511499229,12.3691143877042,"1"
"70",9.17594926779227,-8.16353112332066,"1"
"71",9.22810629287042,21.3542386460233,"1"
"72",7.17945374357727,18.4754333525115,"1"
"73",17.0026106330431,12.7808847242135,"1"
"74",9.21397214854144,17.9304128162547,"1"
"75",6.72342111157142,5.49134904344893,"1"
"76",7.0448271998429,14.0272813642693,"1"
"77",13.6052045010717,28.5011245895854,"1"
"78",8.34607198042434,-7.46360866240179,"1"
"79",5.26091761658276,19.8977300043505,"1"
"80",14.5510041757131,26.765772280562,"1"
"81",8.29730028254982,22.8860100952403,"1"
"82",15.6022198144535,7.88388796274796,"1"
"83",10.1727148207762,40.1238231416137,"1"
"84",10.2059300579985,19.6522891203357,"1"
"85",14.5787557399385,-38.6404248169537,"1"
"86",6.64495688888374,35.8457995203361,"1"
"87",12.9286090653719,-41.7961651589954,"1"
"88",13.6349959456321,-4.74766285221926,"1"
"89",8.21061460640627,10.6146711971496,"1"
"90",13.3266773667173,-8.83694203842693,"1"
"91",8.09075001568682,0.807874298467748,"1"
"92",14.0378144125171,20.5287763331624,"1"
"93",17.7394448965799,11.4879104148965,"1"
"94",11.0212261593972,-2.96101427349725,"1"
"95",7.74874247757297,10.9637678046267,"1"
"96",9.24890125845406,19.7546366533074,"1"
"97",3.54085964233256,-20.9679098340196,"1"
"98",18.5515688770894,-28.4879853787834,"1"
"99",6.87920125290476,27.2246303677912,"1"
"100",0.454202395087457,12.8713613820186,"1"
"101",13.285960836435,-32.9757940555351,"1"
"102",11.4549119872817,10.585799191665,"1"
"103",9.41367085397225,30.7981026798541,"1"
"104",16.2829584655571,6.68853520437129,"1"
"105",10.8902301583277,11.6244580734489,"1"
"106",10.2883592733759,29.6249332533348,"1"
"107",6.51751889552368,11.6715296769178,"1"
"108",10.4390148488957,25.7507928314906,"1"
"109",16.1405069106064,10.5405031797324,"1"
"110",15.5041513833202,0.905450020898988,"1"
"111",4.90654717912912,18.9503238017334,"1"
"112",10.2984362381556,21.7732174342163,"1"
"113",11.7410935472926,16.5259577274104,"1"
"114",12.3999001596984,25.0902454076736,"1"
"115",8.17432716338855,10.1718894045735,"1"
"116",13.6300317726554,-6.86689619851632,"1"
"117",7.52882259892613,30.9498427519278,"1"
"118",16.5152370704005,7.86207759961111,"1"
"119",22.7339337482528,12.6370636594906,"1"
"120",13.3492048739394,11.894739721542,"1"
"121",12.7472535618781,-5.21943240608558,"1"
"122",15.2798334246544,-0.131250556593022,"1"
"123",8.16267289131016,12.2580652799451,"1"
"124",17.7434684530327,-13.52793522412,"1"
"125",5.01680353057188,10.5739259836306,"1"
"126",11.1830635830611,17.2611826906151,"1"
"127",16.3324873414124,0.389540193202485,"1"
"128",10.8905487437278,-8.10751971732821,"1"
"129",4.9998726096945,14.7498254003139,"1"
"130",10.9740436744995,19.5631300753196,"1"
"131",13.7394434396295,11.4584661915354,"1"
"132",9.09874813518359,-7.6393824794568,"1"
"133",14.6457347641198,52.1819081648701,"1"
"134",11.1137361985521,32.3705500679522,"1"
"135",8.6222691712885,25.5982734657234,"1"
"136",16.5404543348693,-15.2928233602654,"1"
"137",16.4726148873824,30.5374079179126,"1"
"138",8.8321900528687,30.0525854734052,"1"
"139",7.6194214539029,31.0021640285365,"1"
"140",16.9394433512989,-21.1846807787753,"1"
"141",14.2962677774197,-30.4360579994607,"1"
"142",15.1677011859505,38.4239414736143,"1"
"143",8.00607583691776,31.5231765747272,"1"
"144",18.7156353401898,25.1995559711,"1"
"145",9.45579782809789,4.75839417640723,"1"
"146",13.3414586348823,13.3636780304096,"1"
